Date,store,product,Actual,Forecast,RMSE,MAPE,R2
2019-01-01,0,0,845,840.2809078924421,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-02,0,0,851,841.2054121420192,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-03,0,0,840,840.0172514275874,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-04,0,0,842,841.9311821289243,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-05,0,0,845,841.8939566889973,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-06,0,0,855,840.6703098638893,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-07,0,0,822,840.8725231306142,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-08,0,0,850,841.3040793653505,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-09,0,0,868,841.2101322779604,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-10,0,0,849,842.2207263181784,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-11,0,0,856,842.5844535190834,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-12,0,0,860,841.6662305657715,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-13,0,0,874,842.1254031670916,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-14,0,0,863,841.6760542960349,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-15,0,0,868,841.7903944080899,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-16,0,0,867,841.8056837042121,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-17,0,0,867,841.7981991906477,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-18,0,0,857,841.7959051937087,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-19,0,0,857,841.7936112030211,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-20,0,0,855,841.7913172185848,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-21,0,0,887,841.7890232404,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-22,0,0,856,841.7867292684665,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-23,0,0,871,841.7844353027843,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-24,0,0,863,841.7821413433535,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-25,0,0,857,841.7798473901739,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-26,0,0,866,841.7775534432457,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-27,0,0,875,841.7752595025687,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-28,0,0,849,841.7729655681429,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-29,0,0,883,841.7706716399684,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-30,0,0,875,841.7683777180451,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-01-31,0,0,874,841.766083802373,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-01,0,0,870,841.7637898929521,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-02,0,0,868,841.7614959897824,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-03,0,0,874,841.7592020928638,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-04,0,0,900,841.7569082021963,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-05,0,0,875,841.75461431778,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-06,0,0,883,841.7523204396148,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-07,0,0,879,841.7500265677006,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-08,0,0,886,841.7477327020375,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-09,0,0,873,841.7454388426255,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-10,0,0,899,841.7431449894646,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-11,0,0,874,841.7408511425546,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-12,0,0,887,841.7385573018955,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-13,0,0,890,841.7362634674876,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-14,0,0,888,841.7339696393306,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-15,0,0,894,841.7316758174245,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-16,0,0,880,841.7293820017693,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-17,0,0,890,841.727088192365,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-18,0,0,884,841.7247943892116,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-19,0,0,910,841.7225005923092,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-20,0,0,888,841.7202068016576,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-21,0,0,871,841.7179130172568,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-22,0,0,888,841.7156192391069,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-23,0,0,880,841.7133254672077,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-24,0,0,899,841.7110317015594,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-25,0,0,874,841.7087379421617,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-26,0,0,879,841.706444189015,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-27,0,0,872,841.7041504421189,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-02-28,0,0,888,841.7018567014736,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-01,0,0,870,841.6995629670789,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-02,0,0,881,841.697269238935,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-03,0,0,888,841.6949755170417,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-04,0,0,904,841.6926818013991,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-05,0,0,892,841.6903880920071,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-06,0,0,896,841.6880943888657,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-07,0,0,887,841.6858006919749,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-08,0,0,904,841.6835070013348,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-09,0,0,892,841.6812133169451,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-10,0,0,909,841.6789196388061,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-11,0,0,885,841.6766259669175,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-12,0,0,905,841.6743323012795,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-13,0,0,874,841.672038641892,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-14,0,0,897,841.6697449887549,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-15,0,0,885,841.6674513418684,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-16,0,0,889,841.6651577012323,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-17,0,0,898,841.6628640668466,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-18,0,0,896,841.6605704387114,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-19,0,0,894,841.6582768168265,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-20,0,0,897,841.655983201192,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-21,0,0,910,841.653689591808,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-22,0,0,922,841.6513959886743,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-23,0,0,898,841.6491023917908,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-24,0,0,887,841.6468088011577,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-25,0,0,888,841.644515216775,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-26,0,0,901,841.6422216386425,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-27,0,0,889,841.6399280667603,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-28,0,0,898,841.6376345011282,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-29,0,0,891,841.6353409417464,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-30,0,0,909,841.6330473886148,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-03-31,0,0,893,841.6307538417335,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-01,0,0,908,841.6284603011023,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-02,0,0,897,841.6261667667213,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-03,0,0,890,841.6238732385905,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-04,0,0,902,841.6215797167098,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-05,0,0,882,841.6192862010791,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-06,0,0,899,841.6169926916986,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-07,0,0,907,841.6146991885681,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-08,0,0,912,841.6124056916877,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-09,0,0,898,841.6101122010574,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-10,0,0,893,841.6078187166771,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-11,0,0,897,841.6055252385468,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-12,0,0,908,841.6032317666665,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-13,0,0,893,841.6009383010361,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-14,0,0,902,841.5986448416556,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-15,0,0,899,841.5963513885251,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-16,0,0,910,841.5940579416446,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-17,0,0,899,841.5917645010139,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-18,0,0,905,841.5894710666332,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-19,0,0,903,841.5871776385023,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-20,0,0,913,841.5848842166213,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-21,0,0,893,841.5825908009901,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-22,0,0,896,841.5802973916088,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-23,0,0,877,841.5780039884772,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-24,0,0,882,841.5757105915955,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-25,0,0,892,841.5734172009635,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-26,0,0,900,841.5711238165812,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-27,0,0,898,841.5688304384487,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-28,0,0,902,841.566537066566,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-29,0,0,879,841.5642437009329,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-04-30,0,0,889,841.5619503415495,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-01,0,0,898,841.5596569884158,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-02,0,0,881,841.5573636415317,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-03,0,0,908,841.5550703008972,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-04,0,0,886,841.5527769665124,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-05,0,0,889,841.5504836383772,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-06,0,0,897,841.5481903164915,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-07,0,0,882,841.5458970008555,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-08,0,0,909,841.5436036914689,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-09,0,0,891,841.5413103883319,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-10,0,0,885,841.5390170914444,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-11,0,0,880,841.5367238008064,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-12,0,0,887,841.5344305164178,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-13,0,0,893,841.5321372382788,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-14,0,0,910,841.5298439663892,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-15,0,0,894,841.5275507007491,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-16,0,0,886,841.5252574413583,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-17,0,0,889,841.522964188217,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-18,0,0,891,841.520670941325,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-19,0,0,868,841.5183777006823,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-20,0,0,888,841.516084466289,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-21,0,0,873,841.5137912381451,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-22,0,0,877,841.5114980162505,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-23,0,0,894,841.5092048006052,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-24,0,0,905,841.5069115912091,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-25,0,0,892,841.5046183880623,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-26,0,0,875,841.5023251911648,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-27,0,0,888,841.5000320005165,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-28,0,0,890,841.4977388161174,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-29,0,0,872,841.4954456379675,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-30,0,0,877,841.4931524660667,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-05-31,0,0,876,841.4908593004151,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-01,0,0,847,841.4885661410126,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-02,0,0,873,841.4862729878593,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-03,0,0,874,841.483979840955,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-04,0,0,861,841.4816867002999,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-05,0,0,881,841.4793935658938,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-06,0,0,872,841.4771004377368,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-07,0,0,864,841.4748073158288,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-08,0,0,870,841.4725142001698,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-09,0,0,867,841.4702210907599,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-10,0,0,865,841.467927987599,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-11,0,0,868,841.4656348906869,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-12,0,0,857,841.463341800024,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-13,0,0,865,841.4610487156099,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-14,0,0,868,841.4587556374447,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-15,0,0,853,841.4564625655285,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-16,0,0,860,841.4541694998611,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-17,0,0,863,841.4518764404426,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-18,0,0,866,841.4495833872729,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-19,0,0,855,841.4472903403521,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-20,0,0,849,841.44499729968,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-21,0,0,857,841.4427042652568,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-22,0,0,857,841.4404112370823,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-23,0,0,874,841.4381182151567,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-24,0,0,855,841.4358251994797,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-25,0,0,857,841.4335321900516,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-26,0,0,853,841.4312391868721,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-27,0,0,859,841.4289461899413,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-28,0,0,848,841.4266531992591,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-29,0,0,852,841.4243602148257,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-06-30,0,0,842,841.4220672366409,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-01,0,0,857,841.4197742647048,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-02,0,0,852,841.4174812990171,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-03,0,0,855,841.4151883395782,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-04,0,0,838,841.4128953863878,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-05,0,0,838,841.410602439446,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-06,0,0,850,841.4083094987528,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-07,0,0,840,841.4060165643081,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-08,0,0,827,841.4037236361119,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-09,0,0,839,841.4014307141641,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-10,0,0,856,841.3991377984648,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-11,0,0,846,841.396844889014,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-12,0,0,844,841.3945519858116,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-13,0,0,832,841.3922590888577,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-14,0,0,851,841.3899661981521,36.611008820143276,0.03689814805308171,-0.052874767519672794
2019-07-15,0,0,827,841.387673313695,36.611008820143276,0.03689814805308171,-0.052874767519672794
